Pump01_HUVEC-Gag-EIF4E_NHLF_Day01	Pump02_HUVEC-Gag-EIF4E_NHLF_Day01	Pump03_HUVEC-Gag-EIF4E_NHLF_Day01	Pump04_HUVEC-Gag-EIF4E_ESC_Day01	Pump05_HUVEC-Gag-EIF4E_ESC_Day01	Pump06_HUVEC-Gag-EIF4E_ESC_Day01	Pump01_HUVEC-Gag-EIF4E_NHLF_Day02	Pump02_HUVEC-Gag-EIF4E_NHLF_Day02	Pump03_HUVEC-Gag-EIF4E_NHLF_Day02	Pump04_HUVEC-Gag-EIF4E_ESC_Day02	Pump05_HUVEC-Gag-EIF4E_ESC_Day02	Pump06_HUVEC-Gag-EIF4E_ESC_Day02	Pump01_HUVEC-Gag-EIF4E_NHLF_Day03	Pump02_HUVEC-Gag-EIF4E_NHLF_Day03	Pump03_HUVEC-Gag-EIF4E_NHLF_Day03	Pump04_HUVEC-Gag-EIF4E_ESC_Day03	Pump05_HUVEC-Gag-EIF4E_ESC_Day03	Pump06_HUVEC-Gag-EIF4E_ESC_Day03	Pump01_HUVEC-Gag-EIF4E_NHLF_Day04	Pump02_HUVEC-Gag-EIF4E_NHLF_Day04	Pump03_HUVEC-Gag-EIF4E_NHLF_Day04	Pump04_HUVEC-Gag-EIF4E_ESC_Day04	Pump05_HUVEC-Gag-EIF4E_ESC_Day04	Pump06_HUVEC-Gag-EIF4E_ESC_Day04	Pump01_HUVEC-Gag-EIF4E_NHLF_Day05	Pump02_HUVEC-Gag-EIF4E_NHLF_Day05	Pump03_HUVEC-Gag-EIF4E_NHLF_Day05	Pump04_HUVEC-Gag-EIF4E_ESC_Day05	Pump05_HUVEC-Gag-EIF4E_ESC_Day05	Pump06_HUVEC-Gag-EIF4E_ESC_Day05	Pump01_HUVEC-Gag-EIF4E_NHLF_Day06	Pump02_HUVEC-Gag-EIF4E_NHLF_Day06	Pump03_HUVEC-Gag-EIF4E_NHLF_Day06	Pump04_HUVEC-Gag-EIF4E_ESC_Day06	Pump05_HUVEC-Gag-EIF4E_ESC_Day06	Pump06_HUVEC-Gag-EIF4E_ESC_Day06	Pump01_HUVEC-Gag-EIF4E_NHLF_Day07	Pump02_HUVEC-Gag-EIF4E_NHLF_Day07	Pump03_HUVEC-Gag-EIF4E_NHLF_Day07	Pump04_HUVEC-Gag-EIF4E_ESC_Day07	Pump05_HUVEC-Gag-EIF4E_ESC_Day07	Pump06_HUVEC-Gag-EIF4E_ESC_Day07	Pump07_Control_NHLF_Day01	Pump07_Control_NHLF_Day02	Pump07_Control_NHLF_Day03	Pump07_Control_NHLF_Day04	Pump07_Control_NHLF_Day05	Pump07_Control_NHLF_Day06	Pump07_Control_NHLF_Day07	Pump08_Control_NHLF_Day01	Pump08_Control_NHLF_Day02	Pump08_Control_NHLF_Day03	Pump08_Control_NHLF_Day04	Pump08_Control_NHLF_Day05	Pump08_Control_NHLF_Day06	Pump08_Control_NHLF_Day07	Pump09_Control_NHLF_Day01	Pump09_Control_NHLF_Day02	Pump09_Control_NHLF_Day03	Pump09_Control_NHLF_Day04	Pump09_Control_NHLF_Day05	Pump09_Control_NHLF_Day06	Pump09_Control_NHLF_Day07
FLJ36000	5	263	0	0	16	39	0	1	125	3	1	57	1	8	14	2	0	7	78	2	1	3	0	2	12	27	1	26	0	1	5	5	17	5	10	5	8	19	1	2	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ36777	2.07541	6.1069	20.2848	11.6435	25.4015	3.1118	2.54962	7.17969	2.00348	23.2182	35.7004	17.1619	14.7586	12.4611	4.00947	13.6607	62.803	10.2473	11.4137	36.2978	35.5537	86.2072	16.8014	89.0746	107.412	19.794	18.0871	44.9159	12.3306	28.2231	232.093	3.81668	2.47524	17.935	34.7163	29.2676	13.9913	26.8228	13.6277	29.3188	7.00161	13.776	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FLJ37035	0	0	0	0	6	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	24	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ37201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ37453	19.5334	10.9119	6.01167	23.5039	118.136	9.11921	0	3.11322	3.0201	5.09522	11.0065	16.0719	6.18036	15.7459	8.04412	12.0993	16.6315	287.619	149.688	48.4918	76.4499	110.957	4.07331	51.3508	181.975	16.6641	18.0456	47.3203	32.7004	35.0155	15.743	16.0748	11.0822	14.8437	58.5096	31.1669	25.9521	30.3761	74.1059	5.10667	12.1868	17.8585	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ37505	1.05898	0	0	2.63502	31.7547	0	0	0	0	0	1.45804	0	0	0	0	0	1.05182	0	3	0	0	2.13256	0	0	3.06589	1.0642	0	0	0	2.00796	0	0	1.1225	0	0	0	0	2.02011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ38109	10.0231	1.05778	2.02422	18.2763	13.8272	15.0989	1.04612	5.37012	23.0294	14.7428	24.1343	12.0188	6.43163	15.1435	2.00415	86.6841	128.838	26.8106	7.30215	217.308	21.4156	30.2923	106.424	83.6677	1132.23	136.613	69.4976	25.9655	43.7896	695.656	84.8791	20.2369	251.948	295.103	31.0731	352.369	18.8059	249.777	12.09	108.628	8.10163	208.36	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1.05244	0
FLJ38576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ39051	0	0	0	0	0	0	1	0	0	11	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ39080	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ39639	7.80069	6.05189	7.13047	19.6116	9.88082	4.64977	2.04594	5.26262	9.72596	25.1125	4.0499	10.0537	4.07045	27.5887	23.2906	14.4701	26.7893	4.48838	10.6003	12.4659	28.8282	20.9904	13.5227	38.0981	10.2526	24.9932	34.5247	26.2289	5.10273	241.108	10.1503	14.2082	35.1955	15.8099	17.2051	16.166	10.4925	6.06625	12.4406	8.75955	12.1228	15.9869	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
FLJ39739	14.77208	20.7254	14.29076	52.844	0	43.9998	8.7427	17.68394	0	13.2841	20.9486	0	28.1914	14.557	0	0	42.1076	0	7.2687	0	35.4296	52.611	37.7014	80.1164	40.8684	73.4688	22.8896	86.7279	0	84.244	0	60.5984	56.4706	42.5292	75.8448	0	25.1	0	0	80.398	29.2274	37.0856	0	0	2	1	0	0	0	0	0	0	0	0	0	0.50569	0	0	0	0	0	0	0
FLJ40194	0	68	11	0	0	0	0	0	0	1	0	47	13	1	3	3	5	14	2	0	1	2	2	2	0	1	19	8.07719	3.02214	1	0	0	2	1	3.03697	2.02844	1	0	4	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ40288	0	0	0	0	17	6	0	0	0	6	0	0	63	0	0	2	0	0	1	0	0	0	0	5	0	2	0	0	0	24	0	0	0	4	0	2	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ40292	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ40852	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	345	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ41200	13.1122	4.88033	42.7622	11.9733	0	14.5125	0	2.16237	6.24913	1.02788	11.1193	4.44144	2.39826	13.5877	1.02693	44.2636	29.0798	3.29642	3.24676	0	0	13.7938	3.67779	91.7032	5.55337	13.8807	15.9241	18.4402	10.327	24.8905	4.29387	69.4712	7.04082	3.41768	23.8238	37.8139	2.16474	19.5743	1.0789	9.39888	3.12546	2.73245	0	0	0	0	0	7.29337	0	0	0	0	1.06786	0	0	0	0	0	0	0	0	0	0
FLJ41278	0	0	1	0	44	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	23	0	0	0	0	0	15	29	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ41350	0	0	0	0	0	0	0	0	0	0	0	16	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ41649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ41941	13.6583	8.64197	8.32897	7.62297	5.81623	5.44062	0	3.71737	10.0917	2.78422	48.3604	41.0957	4.68423	13.3324	23.9068	21.365	24.4746	4.62714	16.3009	11.8126	15.9352	26.0334	81.1141	34.99	36.0972	34.9406	18.4475	9.80064	20.8858	34.9592	14.1149	28.1592	60.5952	13.4549	26.8102	34.7338	17.7585	56.5346	51.686	16.8074	8.14031	16.0983	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
FLJ42102	2.65579	15.7715	5.10456	22.9695	62.2588	18.4256	7.07406	3.08407	7.49469	4.93147	10.1935	91.1246	23.8965	5.78214	13.8434	31.6096	17.4559	6.86352	7.34787	12.2933	17.6074	29.0624	10.0915	16.2842	21.0552	17.9358	7.14035	10.1272	19.6286	23.1792	34.8582	24.6491	28.9664	17.231	28.0273	18.0649	6.5849	17.8275	4.40246	8.83617	3.14402	20.8383	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ42289	10	0	0	1	10	1	3	4	0	2	0	3	4	7	0	3	4	0	71	0	7	1	0	5	0	0	1	1	2	7	0	1	9	1.999996	16	0	4	1	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ42351	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ42393	31	26.9419	40.3433	37.3716	63.7297	35	36.8354	73.5479	134	117.058	231.054	155	139	89.9708	65	268.968	362.469	225.212	200.223	230.017	180.291	617.593	416.937	566.034	215.649	445.055	143.591	572.773	397.672	520.596	226.044	245.955	198.012	527.545	413.55	503.08	270.547	350.766	163.217	210.407	291.621	316.163	0	2	0	0	0	2	0	1	0	2	1	0	0	2	0	1	0	0	1	0	0
FLJ42627	24.3652	181.744	243.361	215.095	213.928	35.3068	4.68768	29.6828	40.7859	570.917	195.066	87.4729	111.826	188.274	26.4396	405.29	187.305	90.4214	101.494	140.55	154.282	209.735	307.872	412.584	68.2851	278.466	80.7432	194.055	179.184	150.131	70.6622	311.237	513.322	93.5527	175.511	204.316	617.2	133.337	51.8897	322.518	275.491	99.8157	0	1	0	1	0	1	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0
FLJ42709	4.37689	108	34.44236	10.7325	11.36419	158.40848	4.1966	298.05044	200.3571	36.0156	5.02415	5.31227	18.97922	17.1426	209.2323	145.2365	133.795	37.40352	7.15052	36.0309	9.10614	8.86495	282.08613	16.4239	8.17631	8.18481	12.2437	53.0436	5.10064	63.3058	80.0679	37.05476	280.0001	9.033	329.5537	29.05489	7.01339	8.0874	4.0106	144.1534	5.02013	21.3201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ42875	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	21	0	3	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ42969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ43663	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	257	0	0	2	31	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ43681	12.3724	4.98708	22.8195	15.6321	42.8801	25.6343	16.5066	5.05672	16.8766	5.4877	41.0871	5.25981	79.7613	14.9245	67.1563	108.773	20.5383	77.5577	12.5847	32.9604	3.56478	188.867	10.3138	12.3104	7.22072	10.814	0	5.19718	18.2391	76.3916	123.002	35.7291	159.786	31.9058	13.9933	51.1046	42.9852	45.4933	48.3341	124.307	32.0948	4.32272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.292367	0	4.29329
FLJ43879	9.75855	6.23259	44.1975	91.5904	7.50481	67.8985	5.03057	4.17736	2.02471	23.4923	11.1464	66.0531	22.0804	14.2459	11.2748	62.9931	18.1754	39.1818	6.11222	24.2676	71.4224	84.9029	23.3768	48.7973	13.1016	17.2207	14.4098	46.6101	26.6295	41.5847	53.65	33.1455	15.0985	39.2564	44.0619	82.507	8.18861	117.448	18.3658	29.4631	3.04806	20.483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ44313	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	1	5	0	0	0	7	0	1	0	0	0	0	4	0	0	2	22	0	0	4	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ44511	16	1	12	1	2	6	1	0	0	24	1.14844	13	0	6	2	18	1	0	1	3	15	3	5.07296	0	2	1	10	3	2	1	33	2	22	1	9	7	1	2	8	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ44635	9	12	4	4	10	8	5	5	27	13	17	26	18	11	14	25	19	12	11	21	21	20	19	197	19	18	23	13	20	11	13	4	8	5.00015	24	53	15	8	20	5	12	21	5	8	3	4	4	4	1	4	0	0	4	1	8	3	6	2	3	5	3	0	0
FLJ45079	23	5	13	24	40	6	0	10	20	10	8	72	10	22	0	28	11	6	81	46	48	83	37	31	13	72	2	41	18	79	29	48	12	3	31	28	4	13	1	5	8	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1	0	0
FLJ45340	273.901	697.106	117.751	117.087	117.734	102.169	30.2561	21.0959	341.436	52.5898	271.154	617.242	70.9394	153.243	127.597	281.228	163.806	1008.02	366.234	431.622	308.37	528.553	227.482	249.812	684.348	951.74	503.02	690.404	602.336	801.584	946.927	1107.41	335.112	170.169	181.69	663.222	563.655	327.653	335.291	931.025	282.269	540.405	0	2	0	1	0	1	0	0	0	0	1.04222	0	0	2	0	0	0	0	0	0	0
FLJ45445	0	0	0	0	0	4.12461	0	0	0	0	0	0	0	0	0	0	0	0	2.21775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.075	0	1.25042	0	0	0	7.68895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ45513	37.9141	29.4613	4.87974	21.3169	3.4883	24.7716	0	38.2177	3.51385	0	52.1728	1.52734	12.2948	16.8989	7.21272	54.257	1.17331	0	0	12.0592	12.4376	9.19272	8.23257	18.2916	19.3725	12.7882	1.42615	0	39.718	1.15031	1.06469	2.03595	0	1.29152	5.9092	0	0	27.5467	0	6.02502	11.6874	25.653	0	0	0	1.88781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ45974	28	0	0	0	17	0	0	0	0	0	0	10	1	0	0	1	2	0	0	0	0	1	0	0	0	0	0	9	12	1	0	33	0	3	0	0	0	1	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ46066	0	0	0	0	3	0	0	0	0	0	0	7	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ46257	0	0	0	2	0	0	0	0	1	0	2	2	0	1	0	1	0	1	0	2	0	1	1	3	1	2	0	0	0	1	0	2	0	0	0	4	0	0	1	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ46284	5	6	0	2	1	2	0	0	0	1	3	0	0	0	0	0	2	6	0	2	1	7	1	1	0	0	1	4	20	2	2	0	1	8	0	0	0	17	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
FLJ46300	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ46361	4.66713	16.1852	3.47998	17.6775	6.33592	4.30853	2.38289	2.1116	5.09743	4.05688	7.00003	3.44162	7.08097	7.48723	8.08572	13.5418	14.2313	9.28917	15.287	6.12729	29.1388	17.5218	14.4993	26.2079	24.0767	30.5392	13.2367	9.89144	5.07959	16.2883	8.16596	11.656	62.1717	3.65646	39.6377	14.1797	6.58162	6.62449	33.4872	5.70686	9.08007	13.0362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ46446	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0.5	0	23.5	0	1	0.5	1.5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ46906	0	0	0	0	0	0	0	177	21	0	0	0	0	0	12	0	0	0	408	0	757	0	169	0	6	0	545	1	1	20	0	0	4	184	329	294	511	56	198	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLNA	313.9998	111.99969	345.99968	404.00036	613.99995	1467.0012	403.99966	1046.0006	344.00028	527.00022	672	972.0001	773.0004	1218.0011	1053.0028	2425	472.99964	1378.9955	6834.997	5229.00196732	2591.0044	2705.0031	1390.0031	5347.9962	8146.003	6146.997	2954.9969	2706.8886	3875.0019	848.0003	5353.004	2909.9991	5033.0011	2851.0026	1544.000290901	3240.0025	4180.00000094792	2964.0000438937	4976.9979	3939.9986	4156	4681.9988	0	0	49.99997	0	1.9999955	0	1	0	19.99999	0	2.0000026	0	4.000004	4.999998	10.000004	0	0	1	0.9999999	0.9999996	0
FLNB	174.00044730666	0	887.000021	628.00033027	34.999959923	804.00026504269	284.999620434712	151.00049644	547.000165616435	1691.002856	1064.00311409537	3549.00257703975	151.9997444	503	785.00010021964	2205.99682901274	276.00025865	662.99989519	4093.00000002179	541.000000091858	2068.99589731003	1231.0040576	1045.00427884695	942.000000041431	1366.0039451	3265.00403821584	4819.99955342141	527.00031624	1409	411.00031886	2044.99698067178	236.99963279	2765.0017341	534.9998568	691.00001405	957	2594.99970930206	1891.99970271248	1869.0040815	451.999596811824	735.000250113851	1394.9998877	0	0	1.99999859	0	0	0	0	0	0.999999912427	0	0	0	1.000000388	0	0	0	0	0	0	0.999999925	0.9999995063563
FLNC	0	29.00000221731	208.0000272793	121.00000625034	71.00000815635	0.9999996192	137.0000850828	833.000138854	229.0000591281	384.0000556209	624.00031244	1259.000175198	1213	23.00000383696	55.0000126656	574.0000527276	200.0000206698	10.000000868961	2825.003378	262.0000268723	2236.00018415	600	858.000285164	965.000105468	3106.998	3045.00143598	2750.000214471	371.1140240662	1163.0000969273	1842.000129414	2915.00143424	444.000000129595	1336.997	487	869.0002	1100.0000797595	3077.005	595.0000594308	1380.000415829	1139.00100688	67.0000129187	603.000130455	0	0	0	0	0	0	0.99999968607	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLOT1	151	2	1712	1077	335	130	162	663	2	440	642	5	1397	749	294	1058	1144	81	4225	403	1455	2709	465	3280	2749	5381	32	3531	1070	4684	4859	4011	5456	2506	1105	5441	6923	4070	3185	3105	2966	2564	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLOT2	7	184	38	124	392	38	69	233	566	865	228	2263	782	56	438	454	862	347	3173	2	431	268	979	1959	1546	908	1102	1102	738	546	2645	1522	1252	895	813	2397	1702	2267	330	927	1036	1724	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FLRT1	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	1	7	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	2	38	0	0	710	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLRT2	1	0	307	0	2	1	217	92	55	38	328	883	46	0	154	40	279	196	69	1	229	1	262	1	312	426	957	151	230	96	7	750	910	453	405	386	835	82	110	132	0	423	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLRT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	3	22	0	212	0	0	25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLT1	40.5241	2.88015	15.23542	95.8694	109.52729	9.10768	1.06604	2.05544	6.000005	582.56985	138.1231	189.05293	4.62964	309.9999	38	29.0624	263.20814	92.4782	438.15311	11.31948	491.72465	274.3207	148.2401	484.5424	1640.3767	473.7512	957.2167	123.852	108.27589	126.9825	1402.1531	87.52883	398.39951	648.001	104.696	305.5459	1800.9704	1061.2762	613.4522	73.7107	360.93672	1005.386	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
FLT3	3	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	4	0	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLT3LG	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	212	66	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLT4	0	4	12.9016	36.3085	11	24.6594	0	4.5163	11	1	0	0	0	13	0	22	5	2	1307	0	0	1	14.4303	153.297	0	1	0	2.78644	29.345	1	20.9999	0	0	8	68.5694	3	16	2	9	8.12347	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLVCR1	81.8692	192.934	144.001	250.306	154.452	178.327	38.6146	161.896	97.407	219.107	178.592	237.081	189.755	176.694	80.036	251.619	239.577	111.061	127.27	131.581	254.949	275.311	181.756	292.095	120.098	260.139	223.538	214.121	219.605	200.374	250.759	551.476	137.706	173.339	177.716	213.296	95.8262	184.679	91.4184	74.5304	104	197.366	3.15582	4.0039	4.20713	7.1216	9.12378	21.7319	7.15759	2.52156	0	7.87297	3.97472	3.36205	16.1983	12.6001	0	0	2.00562	7.76095	5.75674	6.00641	2.90055
FLVCR1-AS1	0	0	248	0	0	0	0	0	0	0	0	0	43	0	1	113	0	0	0	0	5	0	2	1	0	0	0	3	2	1	0	0	377	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FLVCR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	1	0	0	0	0	0	0	0	0	0	102	0	1	0	334	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLYWCH1	6	453	30	0	351	1	2	376	1188	880	574	2855.9956	2030	1032	293	1080	737.00047	582	677	647	2590	787.168	945.99988	2313	1217	1947	204	2580.54	41	1678	3817	817	69	2064.99969	692	148	1888	1616.00464	1288	983	902.2113	1469.999	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FLYWCH2	0	2	240.9999	0	0	0	0	185	81	1	96	357	498.9996	262	0	302.00034	88	67	463.00000708723	357.99992	0	1506.832	0	4	15	518.0002	1	394.462	6	218	884.9996	422	9	632	26.000000122149	739	537	259	508	1	622.789	534.00043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FMN1	5.73141	48.3659	44.2633	10.3234	4.77566	6.15732	7.38204	1.11173	4.50582	7.7168	9.63061	14.4761	16.6621	4.6228	10.5377	27.2381	115.558	10.3401	20.5294	89.8103	181.772	10.7274	8.18757	27.9967	11.8719	82.5739	251.578	17.0679	24.1934	50.7876	16.8621	18.0285	29.66	4.49236	29.0054	33.9852	4.13468	354.181	89.692	9.5715	14.195	16.7874	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FMN2	5	0	0	2	0	0	0	23	0	0	0	0	0	0	0	9	69	1	0	2	0	0	0	0	0	4	0	0	3	1	0	2	0	0	0	140	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
FMNL1	0	92	9	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	20	0	16	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
FMNL2	2	0	10	2	125	477	0	0	296	111	475	19	1	209	167	161	168	258	401	1	294	437	397	580	372	49	1	8	29	16	15	10	441	218	317	304	12	166	0	179	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0
FMNL3	22.00000922987	29.000000031695	279.00000060219	159.000000106143	47.000000085843	181.0670989069	50.238800768269	302	120.000000609355	680.2950016642	199.0000141441	476.42100110987	313.000000505261	161.710000472947	209	1135.063	1053.67000168681	235.660000302963	2460.00000440788	818.59100129357	673.683000809155	1031.55000102088	403.99800281388	1006.00000172335	1161.00000166158	1021.02000122958	757.585000849388	664.805000590243	201	638.000000627842	2003.4854	1725.2969	2018.41	1024.8	997.029000898017	1054.46000108015	2068.70000271158	1563.8100023987	1813.2800111581	1360.00000617571	680.9997	822.76000333451	0	2.000001072	3.000000243399	0	0	0	0	0	0	1.0000000961692	1.000000153731	0.999999521705	2.000000272345	2.00000148598	0	3.00000188486	0	0	0	3.000000302514	0
